step,signal,queue,action,throughput,delay
747,2489157872,4,2,0,55805.0
747,2489157876,2,1,0,55805.0
747,30037903,35,0,0,55805.0
747,30037904,0,2,0,55805.0
748,2489157872,4,0,0,56111.0
748,2489157876,2,1,0,56111.0
748,30037903,17.5,1,0,56111.0
748,30037904,0,2,0,56111.0
749,2489157872,4,0,0,55816.0
749,2489157876,2,1,0,55816.0
749,30037903,35,1,0,55816.0
749,30037904,0,2,0,55816.0
750,2489157872,4,0,0,55524.0
750,2489157876,2,1,0,55524.0
750,30037903,17.5,2,0,55524.0
750,30037904,0,0,0,55524.0
751,2489157872,4,2,0,55238.0
751,2489157876,2,0,0,55238.0
751,30037903,35,2,0,55238.0
751,30037904,0,1,0,55238.0
752,2489157872,4,2,0,55261.0
752,2489157876,2,0,0,55261.0
752,30037903,35,2,0,55261.0
752,30037904,0,1,0,55261.0
753,2489157872,4,2,0,55546.0
753,2489157876,2,2,0,55546.0
753,30037903,35,0,0,55546.0
753,30037904,0,0,0,55546.0
754,2489157872,4,1,0,55849.0
754,2489157876,2,0,0,55849.0
754,30037903,35,1,0,55849.0
754,30037904,0,1,0,55849.0
755,2489157872,4,2,0,56154.0
755,2489157876,1.0,0,0,56154.0
755,30037903,35,0,0,56154.0
755,30037904,0,1,0,56154.0
756,2489157872,4,2,0,56459.0
756,2489157876,2,0,0,56459.0
756,30037903,35,1,0,56459.0
756,30037904,0,1,0,56459.0
757,2489157872,4,2,0,56765.0
757,2489157876,2,0,0,56765.0
757,30037903,35,1,0,56765.0
757,30037904,0,1,0,56765.0
758,2489157872,4,2,0,57071.0
758,2489157876,2,0,0,57071.0
758,30037903,35,2,0,57071.0
758,30037904,0.0,1,0,57071.0
759,2489157872,4,2,0,57379.0
759,2489157876,2,0,0,57379.0
759,30037903,35,0,0,57379.0
759,30037904,0,0,0,57379.0
760,2489157872,4,1,0,57687.0
760,2489157876,2,2,0,57687.0
760,30037903,35,0,0,57687.0
760,30037904,0,1,0,57687.0
761,2489157872,4,2,0,57995.0
761,2489157876,2,0,0,57995.0
761,30037903,17.5,0,0,57995.0
761,30037904,0,1,0,57995.0
762,2489157872,4,2,0,58303.0
762,2489157876,2,0,0,58303.0
762,30037903,17.5,1,0,58303.0
762,30037904,0.0,1,0,58303.0
763,2489157872,4,2,0,58611.0
763,2489157876,2,0,0,58611.0
763,30037903,35,2,0,58611.0
763,30037904,0,1,0,58611.0
764,2489157872,4,2,0,58920.0
764,2489157876,2,0,0,58920.0
764,30037903,17.5,2,0,58920.0
764,30037904,0.0,1,0,58920.0
765,2489157872,4,0,0,59229.0
765,2489157876,2,2,0,59229.0
765,30037903,35,0,0,59229.0
765,30037904,0.0,0,0,59229.0
766,2489157872,2.0,1,0,59540.0
766,2489157876,2,2,0,59540.0
766,30037903,35,1,0,59540.0
766,30037904,0,0,0,59540.0
767,2489157872,4,1,0,59851.0
767,2489157876,2,2,0,59851.0
767,30037903,35,2,0,59851.0
767,30037904,0,0,0,59851.0
768,2489157872,4,1,0,60162.0
768,2489157876,2,2,0,60162.0
768,30037903,35,0,0,60162.0
768,30037904,0,0,0,60162.0
769,2489157872,4,1,0,60473.0
769,2489157876,2,2,0,60473.0
769,30037903,35,1,0,60473.0
769,30037904,0,0,0,60473.0
770,2489157872,4,1,0,60784.0
770,2489157876,2,2,0,60784.0
770,30037903,35,0,0,60784.0
770,30037904,0,0,0,60784.0
771,2489157872,4,1,0,61096.0
771,2489157876,2,2,0,61096.0
771,30037903,35,2,0,61096.0
771,30037904,0,0,0,61096.0
772,2489157872,2.0,1,0,61408.0
772,2489157876,2,2,0,61408.0
772,30037903,17.5,0,0,61408.0
772,30037904,0,0,0,61408.0
773,2489157872,4,1,0,61720.0
773,2489157876,2,2,0,61720.0
773,30037903,35,0,0,61720.0
773,30037904,0.0,0,0,61720.0
774,2489157872,4,1,0,62032.0
774,2489157876,2,2,0,62032.0
774,30037903,35,1,0,62032.0
774,30037904,0.0,0,0,62032.0
775,2489157872,4,1,0,62345.0
775,2489157876,2,1,0,62345.0
775,30037903,35,2,0,62345.0
775,30037904,0,2,0,62345.0
776,2489157872,4,0,0,62658.0
776,2489157876,2,1,0,62658.0
776,30037903,35,0,0,62658.0
776,30037904,0,2,0,62658.0
777,2489157872,2.0,1,0,62971.0
777,2489157876,2,0,0,62971.0
777,30037903,35,1,0,62971.0
777,30037904,0,2,0,62971.0
778,2489157872,2.0,2,0,63284.0
778,2489157876,2,0,0,63284.0
778,30037903,35,2,0,63284.0
778,30037904,0,1,0,63284.0
779,2489157872,4,2,0,63597.0
779,2489157876,2,0,0,63597.0
779,30037903,35,0,0,63597.0
779,30037904,0,1,0,63597.0
780,2489157872,4,0,0,63910.0
780,2489157876,2,1,0,63910.0
780,30037903,35,0,0,63910.0
780,30037904,0,2,0,63910.0
781,2489157872,4,0,1,64223.0
781,2489157876,2,1,1,64223.0
781,30037903,35,1,1,64223.0
781,30037904,0,2,1,64223.0
782,2489157872,4,0,0,64536.0
782,2489157876,2,1,0,64536.0
782,30037903,35,2,0,64536.0
782,30037904,2,2,0,64536.0
783,2489157872,4,0,0,64850.0
783,2489157876,2,2,0,64850.0
783,30037903,35,0,0,64850.0
783,30037904,0,1,0,64850.0
784,2489157872,4,0,0,65164.0
784,2489157876,2,1,0,65164.0
784,30037903,35,2,0,65164.0
784,30037904,0,2,0,65164.0
785,2489157872,2.0,2,0,65478.0
785,2489157876,1.0,0,0,65478.0
785,30037903,35,1,0,65478.0
785,30037904,0,2,0,65478.0
786,2489157872,4,1,0,65792.0
786,2489157876,2,0,0,65792.0
786,30037903,35,0,0,65792.0
786,30037904,0,1,0,65792.0
787,2489157872,4,2,0,66106.0
787,2489157876,2,0,0,66106.0
787,30037903,35,1,0,66106.0
787,30037904,0,1,0,66106.0
788,2489157872,4,2,0,66420.0
788,2489157876,2,0,0,66420.0
788,30037903,35,0,0,66420.0
788,30037904,0,1,0,66420.0
789,2489157872,4,2,0,66734.0
789,2489157876,2,0,0,66734.0
789,30037903,35,2,0,66734.0
789,30037904,0,0,0,66734.0
790,2489157872,4,1,0,67049.0
790,2489157876,2,2,0,67049.0
790,30037903,35,1,0,67049.0
790,30037904,0,0,0,67049.0
791,2489157872,4,1,0,67364.0
791,2489157876,2,2,0,67364.0
791,30037903,35,2,0,67364.0
791,30037904,0,0,0,67364.0
792,2489157872,4,1,0,67680.0
792,2489157876,2,2,0,67680.0
792,30037903,35,2,0,67680.0
792,30037904,2,0,0,67680.0
793,2489157872,4,1,0,67997.0
793,2489157876,2,2,0,67997.0
793,30037903,35,0,0,67997.0
793,30037904,1.0,0,0,67997.0
794,2489157872,4,1,0,67713.0
794,2489157876,2,1,0,67713.0
794,30037903,35,1,0,67713.0
794,30037904,2,2,0,67713.0
795,2489157872,4,0,0,67428.0
795,2489157876,2,1,0,67428.0
795,30037903,35,0,0,67428.0
795,30037904,2,2,0,67428.0
796,2489157872,4,0,0,67168.0
796,2489157876,2,1,0,67168.0
796,30037903,35,1,0,67168.0
796,30037904,4,2,0,67168.0
797,2489157872,4,0,0,66944.0
797,2489157876,2,2,0,66944.0
797,30037903,35,2,0,66944.0
797,30037904,2,1,0,66944.0
798,2489157872,2.0,2,1,66723.0
798,2489157876,2,0,1,66723.0
798,30037903,35,0,1,66723.0
798,30037904,2,1,1,66723.0
799,2489157872,4,1,0,66512.0
799,2489157876,2,2,0,66512.0
799,30037903,35,2,0,66512.0
799,30037904,2,0,0,66512.0
800,2489157872,4,1,0,66302.0
800,2489157876,1.0,0,0,66302.0
800,30037903,17.5,0,0,66302.0
800,30037904,2,2,0,66302.0
801,2489157872,4,0,0,66107.0
801,2489157876,2,2,0,66107.0
801,30037903,35,1,0,66107.0
801,30037904,2,0,0,66107.0
802,2489157872,4,1,0,65915.0
802,2489157876,2,2,0,65915.0
802,30037903,35,0,0,65915.0
802,30037904,2,0,0,65915.0
803,2489157872,4,1,0,66228.0
803,2489157876,2,2,0,66228.0
803,30037903,35,1,0,66228.0
803,30037904,2,0,0,66228.0
804,2489157872,4,1,0,66142.0
804,2489157876,2,2,0,66142.0
804,30037903,35,2,0,66142.0
804,30037904,2,0,0,66142.0
805,2489157872,4,1,0,65915.0
805,2489157876,2,2,0,65915.0
805,30037903,35,0,0,65915.0
805,30037904,2,1,0,65915.0
806,2489157872,4,0,0,65736.0
806,2489157876,2,2,0,65736.0
806,30037903,35,1,0,65736.0
806,30037904,2.0,0,0,65736.0
807,2489157872,4,1,0,65584.0
807,2489157876,2,2,0,65584.0
807,30037903,35,2,0,65584.0
807,30037904,4,2,0,65584.0
808,2489157872,4,1,0,65227.0
808,2489157876,2,1,0,65227.0
808,30037903,17.5,1,0,65227.0
808,30037904,4,0,0,65227.0
809,2489157872,4,2,0,65180.0
809,2489157876,2,1,0,65180.0
809,30037903,35,0,0,65180.0
809,30037904,4,0,0,65180.0
810,2489157872,4,2,0,65192.0
810,2489157876,2,2,0,65192.0
810,30037903,35,1,0,65192.0
810,30037904,4,0,0,65192.0
811,2489157872,4,1,0,65263.0
811,2489157876,1.0,2,0,65263.0
811,30037903,35,2,0,65263.0
811,30037904,2.0,0,0,65263.0
812,2489157872,4,0,0,65392.0
812,2489157876,1.0,1,0,65392.0
812,30037903,35,1,0,65392.0
812,30037904,2.0,0,0,65392.0
813,2489157872,2.0,1,0,65631.0
813,2489157876,2,0,0,65631.0
813,30037903,35,2,0,65631.0
813,30037904,4,2,0,65631.0
814,2489157872,4,2,0,65949.0
814,2489157876,2,1,0,65949.0
814,30037903,35,0,0,65949.0
814,30037904,2.0,2,0,65949.0
815,2489157872,4,1,0,66268.0
815,2489157876,2,2,0,66268.0
815,30037903,35,2,0,66268.0
815,30037904,4,0,0,66268.0
816,2489157872,4,1,0,66590.0
816,2489157876,2,0,0,66590.0
816,30037903,35,0,0,66590.0
816,30037904,4,2,0,66590.0
817,2489157872,2.0,1,0,66914.0
817,2489157876,2,1,0,66914.0
817,30037903,35,0,0,66914.0
817,30037904,4,0,0,66914.0
818,2489157872,2.0,2,0,67240.0
818,2489157876,2,1,0,67240.0
818,30037903,35,1,0,67240.0
818,30037904,4,0,0,67240.0
819,2489157872,2.0,2,0,67569.0
819,2489157876,2,1,0,67569.0
819,30037903,35,2,0,67569.0
819,30037904,4,0,0,67569.0
820,2489157872,4,2,0,67898.0
820,2489157876,2,0,0,67898.0
820,30037903,35,0,0,67898.0
820,30037904,4,1,0,67898.0
821,2489157872,4,0,0,67626.0
821,2489157876,2,2,0,67626.0
821,30037903,17.5,2,0,67626.0
821,30037904,4,0,0,67626.0
822,2489157872,4,1,0,67384.0
822,2489157876,2,0,0,67384.0
822,30037903,35,1,0,67384.0
822,30037904,4,2,0,67384.0
823,2489157872,4,2,0,67169.0
823,2489157876,1.0,1,0,67169.0
823,30037903,35,0,0,67169.0
823,30037904,4,0,0,67169.0
824,2489157872,4,2,0,66464.0
824,2489157876,2,1,0,66464.0
824,30037903,35,2,0,66464.0
824,30037904,4,0,0,66464.0
825,2489157872,4,2,0,65501.0
825,2489157876,2,1,0,65501.0
825,30037903,35,1,0,65501.0
825,30037904,4,0,0,65501.0
826,2489157872,4,2,0,65256.0
826,2489157876,2,1,0,65256.0
826,30037903,35,0,0,65256.0
826,30037904,4,0,0,65256.0
827,2489157872,4,2,0,65063.0
827,2489157876,2,1,0,65063.0
827,30037903,35,2,0,65063.0
827,30037904,4,0,0,65063.0
828,2489157872,2.0,2,0,64907.0
828,2489157876,2,1,0,64907.0
828,30037903,35,1,0,64907.0
828,30037904,4,0,0,64907.0
829,2489157872,4,2,0,64791.0
829,2489157876,2,1,0,64791.0
829,30037903,35,0,0,64791.0
829,30037904,4,0,0,64791.0
830,2489157872,4,2,0,64760.0
830,2489157876,2,1,0,64760.0
830,30037903,35,1,0,64760.0
830,30037904,4,0,0,64760.0
831,2489157872,4,1,0,64743.0
831,2489157876,2,2,0,64743.0
831,30037903,35,2,0,64743.0
831,30037904,4,1,0,64743.0
832,2489157872,4,0,0,65065.0
832,2489157876,2,2,0,65065.0
832,30037903,35,0,0,65065.0
832,30037904,4,1,0,65065.0
833,2489157872,4,0,0,65390.0
833,2489157876,2,2,0,65390.0
833,30037903,35,1,0,65390.0
833,30037904,4,1,0,65390.0
834,2489157872,4,0,0,65719.0
834,2489157876,2,2,0,65719.0
834,30037903,35,2,0,65719.0
834,30037904,4,1,0,65719.0
835,2489157872,2.0,0,0,66049.0
835,2489157876,2,2,0,66049.0
835,30037903,35,1,0,66049.0
835,30037904,2.0,1,0,66049.0
836,2489157872,4,0,0,66381.0
836,2489157876,2,2,0,66381.0
836,30037903,35,2,0,66381.0
836,30037904,4,1,0,66381.0
837,2489157872,4,0,0,66715.0
837,2489157876,2,2,0,66715.0
837,30037903,35,0,0,66715.0
837,30037904,4,1,0,66715.0
838,2489157872,4,0,0,67050.0
838,2489157876,2,2,0,67050.0
838,30037903,35,2,0,67050.0
838,30037904,4,1,0,67050.0
839,2489157872,4,0,0,67386.0
839,2489157876,2,0,0,67386.0
839,30037903,35,1,0,67386.0
839,30037904,4,2,0,67386.0
840,2489157872,4,0,0,67723.0
840,2489157876,2,1,0,67723.0
840,30037903,35,0,0,67723.0
840,30037904,4,2,0,67723.0
841,2489157872,4,0,0,67460.0
841,2489157876,2,2,0,67460.0
841,30037903,35,0,0,67460.0
841,30037904,4,1,0,67460.0
842,2489157872,4,0,0,67201.0
842,2489157876,1.0,1,0,67201.0
842,30037903,17.5,0,0,67201.0
842,30037904,4,2,0,67201.0
843,2489157872,4,0,0,66996.0
843,2489157876,2,2,0,66996.0
843,30037903,17.5,2,0,66996.0
843,30037904,4,2,0,66996.0
844,2489157872,4,1,0,66816.0
844,2489157876,3,0,0,66816.0
844,30037903,35,1,0,66816.0
844,30037904,4,1,0,66816.0
845,2489157872,4,2,0,66819.0
845,2489157876,2,0,0,66819.0
845,30037903,35,2,0,66819.0
845,30037904,4,1,0,66819.0
846,2489157872,4,2,0,66229.0
846,2489157876,2,0,0,66229.0
846,30037903,35,2,0,66229.0
846,30037904,4,0,0,66229.0
847,2489157872,4,1,0,65778.0
847,2489157876,2,2,0,65778.0
847,30037903,35,1,0,65778.0
847,30037904,4,1,0,65778.0
848,2489157872,4,1,0,65695.0
848,2489157876,2,0,0,65695.0
848,30037903,35,0,0,65695.0
848,30037904,4,2,0,65695.0
849,2489157872,4,1,0,65817.0
849,2489157876,2,0,0,65817.0
849,30037903,35,1,0,65817.0
849,30037904,4,2,0,65817.0
850,2489157872,4,1,0,66004.0
850,2489157876,2,0,0,66004.0
850,30037903,35,2,0,66004.0
850,30037904,4,2,0,66004.0
851,2489157872,4,1,0,66332.0
851,2489157876,2,0,0,66332.0
851,30037903,35,0,0,66332.0
851,30037904,2.0,2,0,66332.0
852,2489157872,4,1,0,66663.0
852,2489157876,2,0,0,66663.0
852,30037903,35,1,0,66663.0
852,30037904,4,2,0,66663.0
853,2489157872,4,2,0,66995.0
853,2489157876,2,1,0,66995.0
853,30037903,35,2,0,66995.0
853,30037904,4,0,0,66995.0
854,2489157872,4,2,1,67328.0
854,2489157876,2,2,1,67328.0
854,30037903,35,0,1,67328.0
854,30037904,4,1,1,67328.0
855,2489157872,2.0,0,0,67663.0
855,2489157876,2,1,0,67663.0
855,30037903,35,1,0,67663.0
855,30037904,4,0,0,67663.0
856,2489157872,4,2,0,68000.0
856,2489157876,2,1,0,68000.0
856,30037903,35,1,0,68000.0
856,30037904,4,1,0,68000.0
857,2489157872,4,0,0,68338.0
857,2489157876,2,2,0,68338.0
857,30037903,35,2,0,68338.0
857,30037904,4,1,0,68338.0
858,2489157872,4,0,0,68677.0
858,2489157876,2,2,0,68677.0
858,30037903,35,0,0,68677.0
858,30037904,4,1,0,68677.0
859,2489157872,4,0,0,69016.0
859,2489157876,2,2,0,69016.0
859,30037903,35,2,0,69016.0
859,30037904,4,1,0,69016.0
860,2489157872,4,0,0,69356.0
860,2489157876,2,2,0,69356.0
860,30037903,35,1,0,69356.0
860,30037904,4,1,0,69356.0
861,2489157872,2.0,0,0,69095.0
861,2489157876,2,0,0,69095.0
861,30037903,35,0,0,69095.0
861,30037904,4,2,0,69095.0
862,2489157872,4,1,0,69049.0
862,2489157876,2,0,0,69049.0
862,30037903,35,1,0,69049.0
862,30037904,4,2,0,69049.0
863,2489157872,4,1,0,69221.0
863,2489157876,2,0,0,69221.0
863,30037903,35,2,0,69221.0
863,30037904,4,2,0,69221.0
864,2489157872,4,1,0,69401.0
864,2489157876,2,0,0,69401.0
864,30037903,35,0,0,69401.0
864,30037904,4,2,0,69401.0
865,2489157872,4,1,0,69738.0
865,2489157876,2,0,0,69738.0
865,30037903,35,1,0,69738.0
865,30037904,4,2,0,69738.0
866,2489157872,4,0,0,70075.0
866,2489157876,2,1,0,70075.0
866,30037903,35,2,0,70075.0
866,30037904,4,2,0,70075.0
867,2489157872,4,1,0,70413.0
867,2489157876,1.0,0,0,70413.0
867,30037903,35,2,0,70413.0
867,30037904,4,2,0,70413.0
868,2489157872,2.0,1,0,70752.0
868,2489157876,2,0,0,70752.0
868,30037903,35,0,0,70752.0
868,30037904,4,2,0,70752.0
869,2489157872,4,1,0,71093.0
869,2489157876,2,0,0,71093.0
869,30037903,35,1,0,71093.0
869,30037904,4,2,0,71093.0
870,2489157872,4,1,0,71435.0
870,2489157876,2,2,0,71435.0
870,30037903,35,2,0,71435.0
870,30037904,4,0,0,71435.0
871,2489157872,4,2,0,71777.0
871,2489157876,2,1,0,71777.0
871,30037903,35,0,0,71777.0
871,30037904,4,0,0,71777.0
872,2489157872,2.0,2,0,72121.0
872,2489157876,2,1,0,72121.0
872,30037903,35,1,0,72121.0
872,30037904,4,0,0,72121.0
873,2489157872,2.0,2,0,72465.0
873,2489157876,2,1,0,72465.0
873,30037903,35,2,0,72465.0
873,30037904,4,0,0,72465.0
874,2489157872,4,2,0,72809.0
874,2489157876,2,1,0,72809.0
874,30037903,35,0,0,72809.0
874,30037904,2.0,0,0,72809.0
875,2489157872,4,2,0,72553.0
875,2489157876,2,1,0,72553.0
875,30037903,35,0,0,72553.0
875,30037904,4,0,0,72553.0
876,2489157872,4,2,0,72366.0
876,2489157876,2,1,0,72366.0
876,30037903,35,1,0,72366.0
876,30037904,4,0,0,72366.0
877,2489157872,4,2,0,72109.0
877,2489157876,2,1,0,72109.0
877,30037903,35,2,0,72109.0
877,30037904,4,0,0,72109.0
878,2489157872,4,2,0,71854.0
878,2489157876,2,1,0,71854.0
878,30037903,17.5,1,0,71854.0
878,30037904,4,0,0,71854.0
879,2489157872,4,2,0,71638.0
879,2489157876,2,1,0,71638.0
879,30037903,35,1,0,71638.0
879,30037904,4,1,0,71638.0
880,2489157872,4,1,0,71428.0
880,2489157876,2,0,0,71428.0
880,30037903,35,0,0,71428.0
880,30037904,4,2,0,71428.0
881,2489157872,4,0,0,71217.0
881,2489157876,2,2,0,71217.0
881,30037903,35,1,0,71217.0
881,30037904,4,1,0,71217.0
882,2489157872,4,0,0,71084.0
882,2489157876,2,2,0,71084.0
882,30037903,35,2,0,71084.0
882,30037904,2.0,1,0,71084.0
883,2489157872,4,0,0,70828.0
883,2489157876,2,0,0,70828.0
883,30037903,35,0,0,70828.0
883,30037904,4,2,0,70828.0
884,2489157872,4,1,0,70572.0
884,2489157876,2,2,0,70572.0
884,30037903,35,1,0,70572.0
884,30037904,4,1,0,70572.0
885,2489157872,4,0,0,70328.0
885,2489157876,2,2,0,70328.0
885,30037903,35,2,0,70328.0
885,30037904,4,1,0,70328.0
886,2489157872,4,0,0,70139.0
886,2489157876,1.0,2,0,70139.0
886,30037903,35,0,0,70139.0
886,30037904,2.0,1,0,70139.0
887,2489157872,2.0,0,0,69988.0
887,2489157876,2,2,0,69988.0
887,30037903,35,1,0,69988.0
887,30037904,2.0,1,0,69988.0
888,2489157872,4,0,0,69840.0
888,2489157876,2,0,0,69840.0
888,30037903,35,2,0,69840.0
888,30037904,4,2,0,69840.0
889,2489157872,4,1,0,69713.0
889,2489157876,2,2,0,69713.0
889,30037903,35,0,0,69713.0
889,30037904,4,1,0,69713.0
890,2489157872,4,0,0,69597.0
890,2489157876,2,2,0,69597.0
890,30037903,35,1,0,69597.0
890,30037904,4,1,0,69597.0
891,2489157872,4,0,0,69491.0
891,2489157876,2,2,0,69491.0
891,30037903,35,2,0,69491.0
891,30037904,4,1,0,69491.0
892,2489157872,4,2,0,69419.0
892,2489157876,2,0,0,69419.0
892,30037903,35,2,0,69419.0
892,30037904,4,1,0,69419.0
893,2489157872,4,0,0,69362.0
893,2489157876,2,0,0,69362.0
893,30037903,35,0,0,69362.0
893,30037904,4,2,0,69362.0
894,2489157872,4,1,0,69334.0
894,2489157876,2,2,0,69334.0
894,30037903,35,0,0,69334.0
894,30037904,4,1,0,69334.0
895,2489157872,4,0,0,69310.0
895,2489157876,1.0,2,0,69310.0
895,30037903,35,1,0,69310.0
895,30037904,4,1,0,69310.0
896,2489157872,4,0,0,69208.0
896,2489157876,2,2,0,69208.0
896,30037903,35,1,0,69208.0
896,30037904,4,1,0,69208.0
897,2489157872,4,0,0,69193.0
897,2489157876,2,2,0,69193.0
897,30037903,35,2,0,69193.0
897,30037904,4,1,0,69193.0
898,2489157872,2.0,0,0,69111.0
898,2489157876,2,1,0,69111.0
898,30037903,35,0,0,69111.0
898,30037904,2.0,2,0,69111.0
899,2489157872,4,0,0,69113.0
899,2489157876,2,2,0,69113.0
899,30037903,35,1,0,69113.0
899,30037904,4,1,0,69113.0
900,2489157872,4,0,0,69115.0
900,2489157876,2,1,0,69115.0
900,30037903,35,0,0,69115.0
900,30037904,4,2,0,69115.0
901,2489157872,4,0,0,69169.0
901,2489157876,2,2,0,69169.0
901,30037903,35,1,0,69169.0
901,30037904,4,1,0,69169.0
902,2489157872,4,0,0,69174.0
902,2489157876,2,1,0,69174.0
902,30037903,35,0,0,69174.0
902,30037904,4,2,0,69174.0
903,2489157872,4,0,0,69207.0
903,2489157876,2,2,0,69207.0
903,30037903,17.5,0,0,69207.0
903,30037904,4,1,0,69207.0
904,2489157872,4,0,0,69265.0
904,2489157876,2,1,0,69265.0
904,30037903,17.5,1,0,69265.0
904,30037904,4,2,0,69265.0
905,2489157872,4,0,0,69618.0
905,2489157876,2,2,0,69618.0
905,30037903,35,2,0,69618.0
905,30037904,4,1,0,69618.0
906,2489157872,4,0,0,69721.0
906,2489157876,2,1,0,69721.0
906,30037903,35,0,0,69721.0
906,30037904,4,2,0,69721.0
907,2489157872,4,0,0,69839.0
907,2489157876,2,2,0,69839.0
907,30037903,35,1,0,69839.0
907,30037904,4,1,0,69839.0
908,2489157872,4,2,0,69970.0
908,2489157876,2,0,0,69970.0
908,30037903,35,2,0,69970.0
908,30037904,4,1,0,69970.0
909,2489157872,4,1,0,70325.0
909,2489157876,2,0,0,70325.0
909,30037903,35,0,0,70325.0
909,30037904,2.0,2,0,70325.0
910,2489157872,4,0,0,70463.0
910,2489157876,2,1,0,70463.0
910,30037903,35,1,0,70463.0
910,30037904,4,2,0,70463.0
911,2489157872,4,0,0,70624.0
911,2489157876,2,2,0,70624.0
911,30037903,35,2,0,70624.0
911,30037904,2.0,1,0,70624.0
912,2489157872,4,0,0,70866.0
912,2489157876,2,2,0,70866.0
912,30037903,35,0,0,70866.0
912,30037904,4,1,0,70866.0
913,2489157872,4,0,0,71162.0
913,2489157876,2,1,0,71162.0
913,30037903,35,1,0,71162.0
913,30037904,4,2,0,71162.0
914,2489157872,4,0,0,71521.0
914,2489157876,2,2,0,71521.0
914,30037903,35,2,0,71521.0
914,30037904,4,1,0,71521.0
915,2489157872,4,0,1,71864.0
915,2489157876,2,1,1,71864.0
915,30037903,35,0,1,71864.0
915,30037904,4,2,1,71864.0
916,2489157872,4,0,0,72208.0
916,2489157876,2,2,0,72208.0
916,30037903,35,1,0,72208.0
916,30037904,4,0,0,72208.0
917,2489157872,4,0,0,72522.0
917,2489157876,2,1,0,72522.0
917,30037903,35,2,0,72522.0
917,30037904,4,2,0,72522.0
918,2489157872,4,1,1,72835.0
918,2489157876,2,2,1,72835.0
918,30037903,35,0,1,72835.0
918,30037904,4,1,1,72835.0
919,2489157872,2.0,0,0,73180.0
919,2489157876,2,2,0,73180.0
919,30037903,35,1,0,73180.0
919,30037904,4,1,0,73180.0
920,2489157872,4,0,0,73527.0
920,2489157876,2,2,0,73527.0
920,30037903,35,2,0,73527.0
920,30037904,4,1,0,73527.0
921,2489157872,4,0,0,73879.0
921,2489157876,2,0,0,73879.0
921,30037903,35,0,0,73879.0
921,30037904,4,1,0,73879.0
922,2489157872,4,2,0,74231.0
922,2489157876,2,0,0,74231.0
922,30037903,35,1,0,74231.0
922,30037904,4,1,0,74231.0
923,2489157872,4,2,0,74589.0
923,2489157876,2,0,0,74589.0
923,30037903,35,2,0,74589.0
923,30037904,4,1,0,74589.0
924,2489157872,4,2,0,74947.0
924,2489157876,2,0,0,74947.0
924,30037903,35,0,0,74947.0
924,30037904,2.0,1,0,74947.0
925,2489157872,4,2,0,75307.0
925,2489157876,2,0,0,75307.0
925,30037903,35,1,0,75307.0
925,30037904,4,1,0,75307.0
926,2489157872,4,2,0,75058.0
926,2489157876,2,0,0,75058.0
926,30037903,35,2,0,75058.0
926,30037904,4,1,0,75058.0
927,2489157872,4,2,0,74869.0
927,2489157876,2,0,0,74869.0
927,30037903,17.5,2,0,74869.0
927,30037904,4,1,0,74869.0
928,2489157872,4,2,0,74756.0
928,2489157876,2,0,0,74756.0
928,30037903,35,0,0,74756.0
928,30037904,4,1,0,74756.0
929,2489157872,4,2,0,75042.0
929,2489157876,2,2,0,75042.0
929,30037903,35,1,0,75042.0
929,30037904,4,0,0,75042.0
930,2489157872,4,0,1,75363.0
930,2489157876,2,1,1,75363.0
930,30037903,35,2,1,75363.0
930,30037904,4,1,1,75363.0
931,2489157872,4,2,0,75724.0
931,2489157876,2,1,0,75724.0
931,30037903,35,0,0,75724.0
931,30037904,4,0,0,75724.0
932,2489157872,4,2,0,76088.0
932,2489157876,2,1,0,76088.0
932,30037903,35,1,0,76088.0
932,30037904,4,2,0,76088.0
933,2489157872,4,0,0,76454.0
933,2489157876,2,1,0,76454.0
933,30037903,35,1,0,76454.0
933,30037904,4,0,0,76454.0
934,2489157872,4,2,0,76819.0
934,2489157876,2,1,0,76819.0
934,30037903,35,2,0,76819.0
934,30037904,4,2,0,76819.0
935,2489157872,4,0,0,77187.0
935,2489157876,2,2,0,77187.0
935,30037903,35,0,0,77187.0
935,30037904,4,1,0,77187.0
936,2489157872,4,0,0,77556.0
936,2489157876,2,2,0,77556.0
936,30037903,35,1,0,77556.0
936,30037904,4,1,0,77556.0
937,2489157872,4,0,0,77925.0
937,2489157876,2,2,0,77925.0
937,30037903,35,2,0,77925.0
937,30037904,4,1,0,77925.0
938,2489157872,4,1,0,78262.0
938,2489157876,2,0,0,78262.0
938,30037903,35,1,0,78262.0
938,30037904,4,2,0,78262.0
939,2489157872,4,1,0,78630.0
939,2489157876,2,0,0,78630.0
939,30037903,35,0,0,78630.0
939,30037904,2.0,2,0,78630.0
940,2489157872,4,2,0,78998.0
940,2489157876,2,1,0,78998.0
940,30037903,35,2,0,78998.0
940,30037904,4,0,0,78998.0
941,2489157872,4,0,0,79367.0
941,2489157876,2,1,0,79367.0
941,30037903,35,2,0,79367.0
941,30037904,4,0,0,79367.0
942,2489157872,2.0,2,0,79739.0
942,2489157876,2,1,0,79739.0
942,30037903,35,0,0,79739.0
942,30037904,4,1,0,79739.0
943,2489157872,4,2,0,80110.0
943,2489157876,2,0,0,80110.0
943,30037903,35,1,0,80110.0
943,30037904,4,2,0,80110.0
944,2489157872,4,0,0,80483.0
944,2489157876,1.0,2,0,80483.0
944,30037903,35,2,0,80483.0
