step,signal,queue
1331,2489157872,28
1331,2489157876,3
1331,30037903,38
1331,30037904,14
1332,2489157872,28
1332,2489157876,3
1332,30037903,38
1332,30037904,14
1333,2489157872,28
1333,2489157876,3
1333,30037903,38
1333,30037904,14
1334,2489157872,28
1334,2489157876,3
1334,30037903,38
1334,30037904,14
1335,2489157872,28
1335,2489157876,3
1335,30037903,38
1335,30037904,14
1336,2489157872,28
1336,2489157876,3
1336,30037903,38
1336,30037904,14
1337,2489157872,28
1337,2489157876,3
1337,30037903,38
1337,30037904,14
1338,2489157872,28
1338,2489157876,3
1338,30037903,38
1338,30037904,14
1339,2489157872,28
1339,2489157876,3
1339,30037903,38
1339,30037904,14
1340,2489157872,28
1340,2489157876,3
1340,30037903,38
1340,30037904,14
1341,2489157872,28
1341,2489157876,3
1341,30037903,38
1341,30037904,14
1342,2489157872,28
1342,2489157876,3
1342,30037903,38
1342,30037904,14
1343,2489157872,28
1343,2489157876,3
1343,30037903,38
1343,30037904,14
1344,2489157872,26
1344,2489157876,3
1344,30037903,38
1344,30037904,14
1345,2489157872,26
1345,2489157876,3
1345,30037903,38
1345,30037904,14
1346,2489157872,26
1346,2489157876,3
1346,30037903,38
1346,30037904,14
1347,2489157872,26
1347,2489157876,3
1347,30037903,38
1347,30037904,14
1348,2489157872,26
1348,2489157876,3
1348,30037903,38
1348,30037904,14
1349,2489157872,26
1349,2489157876,3
1349,30037903,38
1349,30037904,14
1350,2489157872,26
1350,2489157876,3
1350,30037903,38
1350,30037904,16
1351,2489157872,26
1351,2489157876,3
1351,30037903,38
1351,30037904,16
1352,2489157872,26
1352,2489157876,3
1352,30037903,38
1352,30037904,16
1353,2489157872,26
1353,2489157876,3
1353,30037903,38
1353,30037904,16
1354,2489157872,26
1354,2489157876,3
1354,30037903,38
1354,30037904,16
1355,2489157872,26
1355,2489157876,3
1355,30037903,38
1355,30037904,16
1356,2489157872,26
1356,2489157876,3
1356,30037903,38
1356,30037904,16
1357,2489157872,26
1357,2489157876,3
1357,30037903,38
1357,30037904,16
1358,2489157872,26
1358,2489157876,3
1358,30037903,38
1358,30037904,16
1359,2489157872,26
1359,2489157876,3
1359,30037903,38
1359,30037904,16
1360,2489157872,26
1360,2489157876,3
1360,30037903,38
1360,30037904,16
1361,2489157872,26
1361,2489157876,3
1361,30037903,38
1361,30037904,16
1362,2489157872,26
1362,2489157876,3
1362,30037903,38
1362,30037904,16
1363,2489157872,26
1363,2489157876,3
1363,30037903,38
1363,30037904,16
1364,2489157872,26
1364,2489157876,3
1364,30037903,38
1364,30037904,16
1365,2489157872,26
1365,2489157876,3
1365,30037903,38
1365,30037904,16
1366,2489157872,26
1366,2489157876,3
1366,30037903,38
1366,30037904,16
1367,2489157872,26
1367,2489157876,3
1367,30037903,38
1367,30037904,16
1368,2489157872,26
1368,2489157876,3
1368,30037903,38
1368,30037904,16
1369,2489157872,26
1369,2489157876,3
1369,30037903,38
1369,30037904,16
1370,2489157872,26
1370,2489157876,3
1370,30037903,38
1370,30037904,16
1371,2489157872,26
1371,2489157876,3
1371,30037903,38
1371,30037904,16
1372,2489157872,26
1372,2489157876,3
1372,30037903,38
1372,30037904,16
1373,2489157872,26
1373,2489157876,3
1373,30037903,38
1373,30037904,16
1374,2489157872,26
1374,2489157876,3
1374,30037903,38
1374,30037904,16
1375,2489157872,26
1375,2489157876,3
1375,30037903,38
1375,30037904,16
1376,2489157872,26
1376,2489157876,3
1376,30037903,38
1376,30037904,16
1377,2489157872,26
1377,2489157876,3
1377,30037903,38
1377,30037904,16
1378,2489157872,26
1378,2489157876,3
1378,30037903,38
1378,30037904,16
1379,2489157872,26
1379,2489157876,3
1379,30037903,38
1379,30037904,16
1380,2489157872,26
1380,2489157876,3
1380,30037903,38
1380,30037904,16
1381,2489157872,26
1381,2489157876,3
1381,30037903,38
1381,30037904,16
1382,2489157872,26
1382,2489157876,3
1382,30037903,38
1382,30037904,16
1383,2489157872,26
1383,2489157876,3
1383,30037903,38
1383,30037904,16
1384,2489157872,26
1384,2489157876,3
1384,30037903,38
1384,30037904,16
1385,2489157872,26
1385,2489157876,3
1385,30037903,38
1385,30037904,16
1386,2489157872,26
1386,2489157876,3
1386,30037903,38
1386,30037904,16
1387,2489157872,26
1387,2489157876,3
1387,30037903,38
1387,30037904,16
1388,2489157872,26
1388,2489157876,3
1388,30037903,38
1388,30037904,16
1389,2489157872,26
1389,2489157876,3
1389,30037903,38
1389,30037904,16
1390,2489157872,28
1390,2489157876,3
1390,30037903,38
1390,30037904,16
1391,2489157872,28
1391,2489157876,3
1391,30037903,38
1391,30037904,16
1392,2489157872,28
1392,2489157876,3
1392,30037903,38
1392,30037904,16
1393,2489157872,28
1393,2489157876,3
1393,30037903,38
1393,30037904,16
1394,2489157872,28
1394,2489157876,3
1394,30037903,38
1394,30037904,16
1395,2489157872,28
1395,2489157876,3
1395,30037903,38
1395,30037904,16
1396,2489157872,28
1396,2489157876,3
1396,30037903,38
1396,30037904,16
1397,2489157872,28
1397,2489157876,3
1397,30037903,38
1397,30037904,16
1398,2489157872,28
1398,2489157876,3
1398,30037903,38
1398,30037904,16
1399,2489157872,28
1399,2489157876,3
1399,30037903,38
1399,30037904,16
1400,2489157872,28
1400,2489157876,3
1400,30037903,38
1400,30037904,16
1401,2489157872,28
1401,2489157876,3
1401,30037903,38
1401,30037904,16
1402,2489157872,28
1402,2489157876,3
1402,30037903,38
1402,30037904,16
1403,2489157872,28
1403,2489157876,3
1403,30037903,38
1403,30037904,16
1404,2489157872,28
1404,2489157876,3
1404,30037903,38
1404,30037904,16
1405,2489157872,28
1405,2489157876,3
1405,30037903,38
1405,30037904,16
1406,2489157872,28
1406,2489157876,3
1406,30037903,38
1406,30037904,16
1407,2489157872,28
1407,2489157876,3
1407,30037903,38
1407,30037904,16
1408,2489157872,28
1408,2489157876,3
1408,30037903,38
1408,30037904,16
1409,2489157872,28
1409,2489157876,3
1409,30037903,38
1409,30037904,16
1410,2489157872,28
1410,2489157876,3
1410,30037903,38
1410,30037904,16
1411,2489157872,28
1411,2489157876,3
1411,30037903,38
1411,30037904,16
1412,2489157872,28
1412,2489157876,3
1412,30037903,38
1412,30037904,16
1413,2489157872,28
1413,2489157876,3
1413,30037903,38
1413,30037904,16
1414,2489157872,28
1414,2489157876,3
1414,30037903,38
1414,30037904,16
1415,2489157872,28
1415,2489157876,3
1415,30037903,38
1415,30037904,16
1416,2489157872,28
1416,2489157876,3
1416,30037903,38
1416,30037904,16
1417,2489157872,28
1417,2489157876,3
1417,30037903,38
1417,30037904,16
1418,2489157872,28
1418,2489157876,3
1418,30037903,38
1418,30037904,16
1419,2489157872,28
1419,2489157876,3
1419,30037903,38
1419,30037904,16
1420,2489157872,28
1420,2489157876,3
1420,30037903,38
1420,30037904,16
1421,2489157872,28
1421,2489157876,3
1421,30037903,38
1421,30037904,16
1422,2489157872,28
1422,2489157876,3
1422,30037903,38
1422,30037904,16
1423,2489157872,28
1423,2489157876,3
1423,30037903,38
1423,30037904,16
1424,2489157872,28
1424,2489157876,3
1424,30037903,38
1424,30037904,16
1425,2489157872,28
1425,2489157876,3
1425,30037903,38
1425,30037904,16
1426,2489157872,28
1426,2489157876,3
1426,30037903,38
1426,30037904,16
1427,2489157872,28
1427,2489157876,3
1427,30037903,38
1427,30037904,16
1428,2489157872,28
1428,2489157876,3
1428,30037903,38
1428,30037904,16
1429,2489157872,28
1429,2489157876,3
1429,30037903,38
1429,30037904,16
1430,2489157872,28
1430,2489157876,3
1430,30037903,38
1430,30037904,16
1431,2489157872,28
1431,2489157876,3
1431,30037903,38
1431,30037904,16
1432,2489157872,28
1432,2489157876,3
1432,30037903,38
1432,30037904,16
1433,2489157872,28
1433,2489157876,3
1433,30037903,38
1433,30037904,16
1434,2489157872,28
1434,2489157876,3
1434,30037903,38
1434,30037904,16
1435,2489157872,28
1435,2489157876,3
1435,30037903,38
1435,30037904,16
1436,2489157872,28
1436,2489157876,3
1436,30037903,38
1436,30037904,16
1437,2489157872,28
1437,2489157876,3
1437,30037903,38
1437,30037904,16
1438,2489157872,28
1438,2489157876,3
1438,30037903,38
1438,30037904,16
1439,2489157872,28
1439,2489157876,3
1439,30037903,38
1439,30037904,16
1440,2489157872,28
1440,2489157876,3
1440,30037903,38
1440,30037904,16
1441,2489157872,28
1441,2489157876,3
1441,30037903,38
1441,30037904,16
1442,2489157872,28
1442,2489157876,3
1442,30037903,38
1442,30037904,16
1443,2489157872,28
1443,2489157876,3
1443,30037903,38
1443,30037904,16
1444,2489157872,28
1444,2489157876,3
1444,30037903,38
1444,30037904,16
1445,2489157872,28
1445,2489157876,3
1445,30037903,38
1445,30037904,16
1446,2489157872,28
1446,2489157876,3
1446,30037903,38
1446,30037904,16
1447,2489157872,28
1447,2489157876,3
1447,30037903,38
1447,30037904,16
1448,2489157872,28
1448,2489157876,3
1448,30037903,38
1448,30037904,16
1449,2489157872,28
1449,2489157876,3
1449,30037903,38
1449,30037904,16
1450,2489157872,28
1450,2489157876,3
1450,30037903,38
1450,30037904,16
1451,2489157872,28
1451,2489157876,3
1451,30037903,38
1451,30037904,16
1452,2489157872,28
1452,2489157876,3
1452,30037903,38
1452,30037904,16
1453,2489157872,28
1453,2489157876,3
1453,30037903,38
1453,30037904,16
1454,2489157872,28
1454,2489157876,3
1454,30037903,38
1454,30037904,16
1455,2489157872,28
1455,2489157876,3
1455,30037903,38
1455,30037904,16
1456,2489157872,28
1456,2489157876,3
1456,30037903,38
1456,30037904,16
1457,2489157872,28
1457,2489157876,3
1457,30037903,38
1457,30037904,16
1458,2489157872,28
1458,2489157876,3
1458,30037903,38
1458,30037904,16
1459,2489157872,28
1459,2489157876,3
1459,30037903,38
1459,30037904,16
1460,2489157872,28
1460,2489157876,3
1460,30037903,38
1460,30037904,16
1461,2489157872,28
1461,2489157876,3
1461,30037903,38
1461,30037904,16
1462,2489157872,28
1462,2489157876,3
1462,30037903,38
1462,30037904,16
1463,2489157872,28
1463,2489157876,3
1463,30037903,38
1463,30037904,16
1464,2489157872,28
1464,2489157876,3
1464,30037903,38
1464,30037904,16
1465,2489157872,28
1465,2489157876,3
1465,30037903,38
1465,30037904,16
1466,2489157872,28
1466,2489157876,3
1466,30037903,38
1466,30037904,16
1467,2489157872,28
1467,2489157876,3
1467,30037903,38
1467,30037904,16
1468,2489157872,28
1468,2489157876,3
1468,30037903,38
1468,30037904,16
1469,2489157872,28
1469,2489157876,3
1469,30037903,38
1469,30037904,16
1470,2489157872,28
1470,2489157876,3
1470,30037903,38
1470,30037904,16
1471,2489157872,28
1471,2489157876,3
1471,30037903,38
1471,30037904,16
1472,2489157872,28
1472,2489157876,3
1472,30037903,38
1472,30037904,16
1473,2489157872,28
1473,2489157876,3
1473,30037903,38
1473,30037904,16
1474,2489157872,28
1474,2489157876,3
1474,30037903,38
1474,30037904,16
1475,2489157872,28
1475,2489157876,3
1475,30037903,38
1475,30037904,16
1476,2489157872,28
1476,2489157876,3
1476,30037903,38
1476,30037904,16
1477,2489157872,28
1477,2489157876,3
1477,30037903,38
1477,30037904,16
1478,2489157872,28
1478,2489157876,3
1478,30037903,38
1478,30037904,16
1479,2489157872,28
1479,2489157876,3
1479,30037903,38
1479,30037904,16
1480,2489157872,28
1480,2489157876,3
1480,30037903,38
1480,30037904,16
1481,2489157872,28
1481,2489157876,3
1481,30037903,38
1481,30037904,16
1482,2489157872,28
1482,2489157876,3
1482,30037903,38
1482,30037904,16
1483,2489157872,28
1483,2489157876,3
1483,30037903,38
1483,30037904,16
1484,2489157872,28
1484,2489157876,3
1484,30037903,38
1484,30037904,16
1485,2489157872,28
1485,2489157876,3
1485,30037903,38
1485,30037904,16
1486,2489157872,28
1486,2489157876,3
1486,30037903,38
1486,30037904,16
1487,2489157872,28
1487,2489157876,3
1487,30037903,38
1487,30037904,16
1488,2489157872,28
1488,2489157876,3
1488,30037903,38
1488,30037904,16
1489,2489157872,28
1489,2489157876,5
1489,30037903,38
1489,30037904,16
1490,2489157872,28
1490,2489157876,5
1490,30037903,38
1490,30037904,16
1491,2489157872,28
1491,2489157876,5
1491,30037903,38
1491,30037904,16
1492,2489157872,28
1492,2489157876,5
1492,30037903,38
1492,30037904,16
1493,2489157872,28
1493,2489157876,5
1493,30037903,38
1493,30037904,16
1494,2489157872,28
1494,2489157876,5
1494,30037903,38
1494,30037904,16
1495,2489157872,28
1495,2489157876,5
1495,30037903,38
1495,30037904,16
1496,2489157872,28
1496,2489157876,5
1496,30037903,38
1496,30037904,16
1497,2489157872,28
1497,2489157876,5
1497,30037903,38
1497,30037904,16
1498,2489157872,28
1498,2489157876,5
1498,30037903,38
1498,30037904,16
1499,2489157872,28
1499,2489157876,5
1499,30037903,38
1499,30037904,16
1500,2489157872,28
1500,2489157876,5
1500,30037903,38
1500,30037904,16
1501,2489157872,28
1501,2489157876,5
1501,30037903,38
1501,30037904,16
1502,2489157872,28
1502,2489157876,5
1502,30037903,38
1502,30037904,16
1503,2489157872,28
1503,2489157876,5
1503,30037903,38
1503,30037904,16
1504,2489157872,28
1504,2489157876,5
1504,30037903,38
1504,30037904,16
1505,2489157872,28
1505,2489157876,5
1505,30037903,38
1505,30037904,16
1506,2489157872,28
1506,2489157876,5
1506,30037903,38
1506,30037904,16
1507,2489157872,28
1507,2489157876,5
1507,30037903,38
1507,30037904,16
1508,2489157872,28
1508,2489157876,5
1508,30037903,38
1508,30037904,16
1509,2489157872,28
1509,2489157876,5
1509,30037903,38
1509,30037904,16
1510,2489157872,28
1510,2489157876,5
1510,30037903,38
1510,30037904,16
1511,2489157872,28
1511,2489157876,5
1511,30037903,38
1511,30037904,16
1512,2489157872,28
1512,2489157876,5
1512,30037903,38
1512,30037904,16
1513,2489157872,28
1513,2489157876,5
1513,30037903,38
1513,30037904,16
1514,2489157872,28
1514,2489157876,5
1514,30037903,38
1514,30037904,16
1515,2489157872,28
1515,2489157876,5
1515,30037903,38
1515,30037904,16
1516,2489157872,28
1516,2489157876,5
1516,30037903,38
1516,30037904,16
1517,2489157872,28
1517,2489157876,5
1517,30037903,38
1517,30037904,16
1518,2489157872,28
1518,2489157876,5
1518,30037903,38
1518,30037904,16
1519,2489157872,28
1519,2489157876,5
1519,30037903,38
1519,30037904,16
1520,2489157872,28
1520,2489157876,5
1520,30037903,38
1520,30037904,16
1521,2489157872,28
1521,2489157876,5
1521,30037903,38
1521,30037904,16
1522,2489157872,28
1522,2489157876,5
1522,30037903,38
1522,30037904,16
1523,2489157872,28
1523,2489157876,5
1523,30037903,38
1523,30037904,16
1524,2489157872,28
1524,2489157876,5
1524,30037903,38
1524,30037904,16
1525,2489157872,28
1525,2489157876,5
1525,30037903,38
1525,30037904,16
1526,2489157872,28
1526,2489157876,5
1526,30037903,38
1526,30037904,16
1527,2489157872,28
1527,2489157876,5
1527,30037903,38
1527,30037904,16
1528,2489157872,28
1528,2489157876,5
1528,30037903,38
1528,30037904,16
1529,2489157872,28
1529,2489157876,5
1529,30037903,38
1529,30037904,16
1530,2489157872,28
1530,2489157876,5
1530,30037903,38
1530,30037904,16
1531,2489157872,28
1531,2489157876,5
1531,30037903,38
1531,30037904,16
1532,2489157872,28
1532,2489157876,5
1532,30037903,38
1532,30037904,16
1533,2489157872,28
1533,2489157876,5
1533,30037903,38
1533,30037904,16
1534,2489157872,28
1534,2489157876,5
1534,30037903,38
1534,30037904,16
1535,2489157872,28
1535,2489157876,5
1535,30037903,38
1535,30037904,16
1536,2489157872,28
1536,2489157876,5
1536,30037903,38
1536,30037904,16
1537,2489157872,28
1537,2489157876,5
1537,30037903,38
1537,30037904,16
1538,2489157872,28
1538,2489157876,5
1538,30037903,38
1538,30037904,16
1539,2489157872,28
1539,2489157876,5
1539,30037903,38
1539,30037904,16
1540,2489157872,28
1540,2489157876,5
1540,30037903,38
1540,30037904,16
1541,2489157872,28
1541,2489157876,5
1541,30037903,38
1541,30037904,16
1542,2489157872,28
1542,2489157876,5
1542,30037903,38
1542,30037904,16
1543,2489157872,28
1543,2489157876,5
1543,30037903,38
1543,30037904,16
1544,2489157872,28
1544,2489157876,5
1544,30037903,38
1544,30037904,16
1545,2489157872,28
1545,2489157876,5
1545,30037903,38
1545,30037904,16
1546,2489157872,28
1546,2489157876,5
1546,30037903,38
1546,30037904,16
1547,2489157872,28
1547,2489157876,5
1547,30037903,38
1547,30037904,16
1548,2489157872,28
1548,2489157876,5
1548,30037903,38
1548,30037904,16
1549,2489157872,28
1549,2489157876,5
1549,30037903,38
1549,30037904,16
1550,2489157872,28
1550,2489157876,5
1550,30037903,38
1550,30037904,16
1551,2489157872,28
1551,2489157876,5
1551,30037903,38
1551,30037904,16
1552,2489157872,28
1552,2489157876,5
1552,30037903,38
1552,30037904,16
1553,2489157872,28
1553,2489157876,5
1553,30037903,38
1553,30037904,16
1554,2489157872,28
1554,2489157876,5
1554,30037903,38
1554,30037904,16
1555,2489157872,28
1555,2489157876,5
1555,30037903,38
1555,30037904,16
1556,2489157872,28
1556,2489157876,5
1556,30037903,38
1556,30037904,16
1557,2489157872,28
1557,2489157876,5
1557,30037903,38
1557,30037904,16
1558,2489157872,28
1558,2489157876,5
1558,30037903,38
1558,30037904,16
1559,2489157872,28
1559,2489157876,5
1559,30037903,38
1559,30037904,16
1560,2489157872,28
1560,2489157876,5
1560,30037903,38
1560,30037904,16
1561,2489157872,28
1561,2489157876,4
1561,30037903,38
1561,30037904,16
1562,2489157872,28
1562,2489157876,4
1562,30037903,38
1562,30037904,16
1563,2489157872,28
1563,2489157876,4
1563,30037903,36
1563,30037904,16
1564,2489157872,28
1564,2489157876,4
1564,30037903,34
1564,30037904,16
1565,2489157872,28
1565,2489157876,4
1565,30037903,31
1565,30037904,16
1566,2489157872,28
1566,2489157876,5
1566,30037903,30
1566,30037904,16
1567,2489157872,28
1567,2489157876,5
1567,30037903,31
1567,30037904,16
1568,2489157872,28
1568,2489157876,5
1568,30037903,28
1568,30037904,16
1569,2489157872,28
1569,2489157876,5
1569,30037903,28
1569,30037904,16
1570,2489157872,28
1570,2489157876,5
1570,30037903,31
1570,30037904,16
1571,2489157872,28
1571,2489157876,5
1571,30037903,30
1571,30037904,16
1572,2489157872,28
1572,2489157876,5
1572,30037903,32
1572,30037904,16
1573,2489157872,28
1573,2489157876,5
1573,30037903,35
1573,30037904,16
1574,2489157872,28
1574,2489157876,5
1574,30037903,35
1574,30037904,16
1575,2489157872,28
1575,2489157876,5
1575,30037903,35
1575,30037904,16
1576,2489157872,28
1576,2489157876,5
1576,30037903,35
1576,30037904,16
1577,2489157872,28
1577,2489157876,5
1577,30037903,35
1577,30037904,16
1578,2489157872,28
1578,2489157876,3
1578,30037903,35
1578,30037904,16
1579,2489157872,28
1579,2489157876,3
1579,30037903,30
1579,30037904,16
1580,2489157872,28
1580,2489157876,3
1580,30037903,27
1580,30037904,16
1581,2489157872,28
1581,2489157876,3
1581,30037903,24
1581,30037904,16
1582,2489157872,28
1582,2489157876,5
1582,30037903,29
1582,30037904,16
1583,2489157872,28
1583,2489157876,5
1583,30037903,29
1583,30037904,16
1584,2489157872,25
1584,2489157876,5
1584,30037903,30
1584,30037904,16
1585,2489157872,22
1585,2489157876,5
1585,30037903,34
1585,30037904,16
1586,2489157872,19
1586,2489157876,5
1586,30037903,35
1586,30037904,16
1587,2489157872,16
1587,2489157876,5
1587,30037903,35
1587,30037904,16
1588,2489157872,13
1588,2489157876,5
1588,30037903,35
1588,30037904,18
1589,2489157872,10
1589,2489157876,5
1589,30037903,32
1589,30037904,16
1590,2489157872,7
1590,2489157876,5
1590,30037903,32
1590,30037904,14
1591,2489157872,7
1591,2489157876,5
1591,30037903,35
1591,30037904,12
1592,2489157872,7
1592,2489157876,5
1592,30037903,32
1592,30037904,10
1593,2489157872,10
1593,2489157876,5
1593,30037903,29
1593,30037904,10
1594,2489157872,10
1594,2489157876,5
1594,30037903,28
1594,30037904,8
1595,2489157872,13
1595,2489157876,5
1595,30037903,32
1595,30037904,8
1596,2489157872,13
1596,2489157876,5
1596,30037903,33
1596,30037904,6
1597,2489157872,16
1597,2489157876,5
1597,30037903,33
1597,30037904,8
1598,2489157872,19
1598,2489157876,5
1598,30037903,33
1598,30037904,8
1599,2489157872,19
1599,2489157876,5
1599,30037903,33
1599,30037904,10
1600,2489157872,19
1600,2489157876,5
1600,30037903,33
1600,30037904,10
1601,2489157872,22
1601,2489157876,5
1601,30037903,33
1601,30037904,12
1602,2489157872,25
1602,2489157876,5
1602,30037903,31
1602,30037904,14
1603,2489157872,25
1603,2489157876,5
1603,30037903,33
1603,30037904,14
1604,2489157872,25
1604,2489157876,5
1604,30037903,35
1604,30037904,16
1605,2489157872,25
1605,2489157876,3
1605,30037903,35
1605,30037904,16
1606,2489157872,25
1606,2489157876,3
1606,30037903,35
1606,30037904,18
1607,2489157872,25
1607,2489157876,3
1607,30037903,35
1607,30037904,18
1608,2489157872,25
1608,2489157876,3
1608,30037903,35
1608,30037904,18
1609,2489157872,25
1609,2489157876,3
1609,30037903,32
1609,30037904,18
1610,2489157872,25
1610,2489157876,5
1610,30037903,32
1610,30037904,18
1611,2489157872,25
1611,2489157876,5
1611,30037903,32
1611,30037904,18
1612,2489157872,25
1612,2489157876,5
1612,30037903,31
1612,30037904,18
1613,2489157872,25
1613,2489157876,5
1613,30037903,32
1613,30037904,18
1614,2489157872,25
1614,2489157876,5
1614,30037903,34
1614,30037904,18
1615,2489157872,25
1615,2489157876,5
1615,30037903,35
1615,30037904,18
1616,2489157872,25
1616,2489157876,5
1616,30037903,35
1616,30037904,18
1617,2489157872,25
1617,2489157876,5
1617,30037903,35
1617,30037904,18
1618,2489157872,25
1618,2489157876,5
1618,30037903,35
1618,30037904,18
1619,2489157872,25
1619,2489157876,5
1619,30037903,32
1619,30037904,18
1620,2489157872,25
1620,2489157876,5
1620,30037903,29
1620,30037904,18
1621,2489157872,25
1621,2489157876,5
1621,30037903,29
1621,30037904,18
1622,2489157872,25
1622,2489157876,5
1622,30037903,28
1622,30037904,18
1623,2489157872,25
1623,2489157876,5
1623,30037903,32
1623,30037904,18
1624,2489157872,25
1624,2489157876,5
1624,30037903,33
1624,30037904,18
1625,2489157872,25
1625,2489157876,5
1625,30037903,34
1625,30037904,18
1626,2489157872,25
1626,2489157876,5
1626,30037903,35
1626,30037904,18
1627,2489157872,25
1627,2489157876,5
1627,30037903,35
1627,30037904,18
1628,2489157872,25
1628,2489157876,5
1628,30037903,35
1628,30037904,18
1629,2489157872,25
1629,2489157876,5
1629,30037903,35
1629,30037904,18
1630,2489157872,25
1630,2489157876,5
1630,30037903,35
1630,30037904,18
1631,2489157872,25
1631,2489157876,5
1631,30037903,33
1631,30037904,18
1632,2489157872,25
1632,2489157876,5
1632,30037903,27
1632,30037904,18
1633,2489157872,25
1633,2489157876,5
1633,30037903,24
1633,30037904,18
1634,2489157872,25
1634,2489157876,5
1634,30037903,28
1634,30037904,18
1635,2489157872,25
1635,2489157876,5
1635,30037903,31
1635,30037904,18
1636,2489157872,25
1636,2489157876,5
1636,30037903,34
1636,30037904,18
1637,2489157872,25
1637,2489157876,5
1637,30037903,35
1637,30037904,18
1638,2489157872,25
1638,2489157876,5
1638,30037903,35
1638,30037904,18
1639,2489157872,25
1639,2489157876,5
1639,30037903,35
1639,30037904,18
1640,2489157872,25
1640,2489157876,5
1640,30037903,35
1640,30037904,18
1641,2489157872,25
1641,2489157876,5
1641,30037903,35
1641,30037904,18
1642,2489157872,25
1642,2489157876,5
1642,30037903,35
1642,30037904,18
1643,2489157872,25
1643,2489157876,5
1643,30037903,32
1643,30037904,18
1644,2489157872,25
1644,2489157876,5
1644,30037903,32
1644,30037904,18
1645,2489157872,25
1645,2489157876,5
1645,30037903,32
1645,30037904,18
1646,2489157872,25
1646,2489157876,5
1646,30037903,32
1646,30037904,18
1647,2489157872,25
1647,2489157876,5
1647,30037903,35
1647,30037904,18
1648,2489157872,25
1648,2489157876,5
1648,30037903,37
1648,30037904,18
1649,2489157872,25
1649,2489157876,5
1649,30037903,38
1649,30037904,18
1650,2489157872,25
1650,2489157876,5
1650,30037903,38
1650,30037904,18
1651,2489157872,25
1651,2489157876,5
1651,30037903,38
1651,30037904,18
1652,2489157872,25
1652,2489157876,5
1652,30037903,38
1652,30037904,18
1653,2489157872,25
1653,2489157876,5
1653,30037903,38
1653,30037904,18
1654,2489157872,25
1654,2489157876,5
1654,30037903,38
1654,30037904,18
1655,2489157872,25
1655,2489157876,5
1655,30037903,38
1655,30037904,18
1656,2489157872,25
1656,2489157876,5
1656,30037903,38
1656,30037904,18
1657,2489157872,25
1657,2489157876,5
1657,30037903,38
1657,30037904,18
1658,2489157872,25
1658,2489157876,5
1658,30037903,38
1658,30037904,18
1659,2489157872,25
1659,2489157876,5
1659,30037903,38
1659,30037904,18
1660,2489157872,25
1660,2489157876,5
1660,30037903,38
1660,30037904,18
1661,2489157872,25
1661,2489157876,5
1661,30037903,38
1661,30037904,18
1662,2489157872,25
1662,2489157876,5
1662,30037903,38
1662,30037904,18
1663,2489157872,25
1663,2489157876,5
1663,30037903,38
1663,30037904,18
1664,2489157872,25
1664,2489157876,5
1664,30037903,38
1664,30037904,18
1665,2489157872,25
1665,2489157876,5
1665,30037903,38
1665,30037904,18
1666,2489157872,25
1666,2489157876,5
1666,30037903,38
1666,30037904,18
1667,2489157872,25
1667,2489157876,5
1667,30037903,38
1667,30037904,18
1668,2489157872,25
1668,2489157876,5
1668,30037903,38
1668,30037904,18
1669,2489157872,25
1669,2489157876,5
1669,30037903,38
1669,30037904,18
1670,2489157872,25
1670,2489157876,5
1670,30037903,38
1670,30037904,18
1671,2489157872,25
1671,2489157876,5
1671,30037903,38
1671,30037904,18
1672,2489157872,25
1672,2489157876,5
1672,30037903,38
1672,30037904,18
1673,2489157872,25
1673,2489157876,5
1673,30037903,38
1673,30037904,18
1674,2489157872,25
1674,2489157876,5
1674,30037903,38
1674,30037904,18
1675,2489157872,25
1675,2489157876,5
1675,30037903,38
1675,30037904,18
1676,2489157872,25
1676,2489157876,5
1676,30037903,38
1676,30037904,18
1677,2489157872,25
1677,2489157876,5
1677,30037903,38
1677,30037904,18
1678,2489157872,25
1678,2489157876,5
1678,30037903,38
1678,30037904,18
1679,2489157872,25
1679,2489157876,5
1679,30037903,38
1679,30037904,18
1680,2489157872,25
1680,2489157876,5
1680,30037903,38
1680,30037904,18
1681,2489157872,25
1681,2489157876,5
1681,30037903,38
1681,30037904,18
1682,2489157872,25
1682,2489157876,5
1682,30037903,38
1682,30037904,18
1683,2489157872,25
1683,2489157876,5
1683,30037903,38
1683,30037904,18
1684,2489157872,25
1684,2489157876,5
1684,30037903,38
1684,30037904,18
1685,2489157872,25
1685,2489157876,5
1685,30037903,38
1685,30037904,18
1686,2489157872,25
1686,2489157876,5
1686,30037903,38
1686,30037904,18
1687,2489157872,25
1687,2489157876,5
1687,30037903,38
1687,30037904,18
1688,2489157872,25
1688,2489157876,5
1688,30037903,38
1688,30037904,18
1689,2489157872,25
1689,2489157876,5
1689,30037903,38
1689,30037904,18
1690,2489157872,23
1690,2489157876,5
1690,30037903,38
1690,30037904,18
1691,2489157872,23
1691,2489157876,3
1691,30037903,38
1691,30037904,18
1692,2489157872,23
1692,2489157876,3
1692,30037903,38
1692,30037904,18
1693,2489157872,23
1693,2489157876,3
1693,30037903,38
1693,30037904,18
1694,2489157872,23
1694,2489157876,3
1694,30037903,38
1694,30037904,18
1695,2489157872,23
1695,2489157876,3
1695,30037903,38
1695,30037904,18
1696,2489157872,23
1696,2489157876,5
1696,30037903,38
1696,30037904,18
1697,2489157872,23
1697,2489157876,5
1697,30037903,38
1697,30037904,18
1698,2489157872,23
1698,2489157876,5
1698,30037903,38
1698,30037904,18
