step,signal,queue
153,30037903,20
153,30037904,6
154,2489157872,2
154,2489157876,3
154,30037903,20
154,30037904,6
155,2489157872,2
155,2489157876,3
155,30037903,20
155,30037904,6
156,2489157872,2
156,2489157876,3
156,30037903,20
156,30037904,6
157,2489157872,2
157,2489157876,3
157,30037903,20
157,30037904,6
158,2489157872,2
158,2489157876,3
158,30037903,20
158,30037904,6
159,2489157872,2
159,2489157876,3
159,30037903,20
159,30037904,6
160,2489157872,2
160,2489157876,3
160,30037903,20
160,30037904,6
161,2489157872,2
161,2489157876,3
161,30037903,20
161,30037904,6
162,2489157872,2
162,2489157876,3
162,30037903,20
162,30037904,6
163,2489157872,2
163,2489157876,3
163,30037903,20
163,30037904,6
164,2489157872,2
164,2489157876,3
164,30037903,20
164,30037904,6
165,2489157872,2
165,2489157876,3
165,30037903,20
165,30037904,6
166,2489157872,2
166,2489157876,3
166,30037903,20
166,30037904,6
167,2489157872,2
167,2489157876,3
167,30037903,20
167,30037904,6
168,2489157872,2
168,2489157876,3
168,30037903,20
168,30037904,6
169,2489157872,2
169,2489157876,3
169,30037903,20
169,30037904,6
170,2489157872,2
170,2489157876,3
170,30037903,20
170,30037904,6
171,2489157872,2
171,2489157876,3
171,30037903,20
171,30037904,6
172,2489157872,2
172,2489157876,3
172,30037903,20
172,30037904,6
173,2489157872,2
173,2489157876,3
173,30037903,20
173,30037904,6
174,2489157872,2
174,2489157876,3
174,30037903,20
174,30037904,6
175,2489157872,2
175,2489157876,3
175,30037903,20
175,30037904,6
176,2489157872,2
176,2489157876,3
176,30037903,20
176,30037904,6
177,2489157872,2
177,2489157876,3
177,30037903,20
177,30037904,6
178,2489157872,2
178,2489157876,3
178,30037903,20
178,30037904,6
179,2489157872,2
179,2489157876,3
179,30037903,20
179,30037904,6
180,2489157872,2
180,2489157876,3
180,30037903,20
180,30037904,6
181,2489157872,2
181,2489157876,3
181,30037903,20
181,30037904,6
182,2489157872,2
182,2489157876,3
182,30037903,20
182,30037904,6
183,2489157872,2
183,2489157876,3
183,30037903,20
183,30037904,6
184,2489157872,2
184,2489157876,3
184,30037903,20
184,30037904,6
185,2489157872,2
185,2489157876,3
185,30037903,20
185,30037904,6
186,2489157872,2
186,2489157876,3
186,30037903,20
186,30037904,6
187,2489157872,2
187,2489157876,3
187,30037903,20
187,30037904,6
188,2489157872,2
188,2489157876,3
188,30037903,20
188,30037904,6
189,2489157872,2
189,2489157876,3
189,30037903,20
189,30037904,6
190,2489157872,2
190,2489157876,3
190,30037903,20
190,30037904,6
191,2489157872,2
191,2489157876,3
191,30037903,20
191,30037904,6
192,2489157872,2
192,2489157876,3
192,30037903,20
192,30037904,6
193,2489157872,2
193,2489157876,3
193,30037903,20
193,30037904,6
194,2489157872,2
194,2489157876,3
194,30037903,20
194,30037904,6
195,2489157872,2
195,2489157876,3
195,30037903,20
195,30037904,6
196,2489157872,2
196,2489157876,3
196,30037903,20
196,30037904,6
197,2489157872,2
197,2489157876,3
197,30037903,20
197,30037904,6
198,2489157872,2
198,2489157876,3
198,30037903,20
198,30037904,6
199,2489157872,2
199,2489157876,3
199,30037903,24
199,30037904,6
200,2489157872,2
200,2489157876,3
200,30037903,22
200,30037904,6
201,2489157872,2
201,2489157876,3
201,30037903,22
201,30037904,6
202,2489157872,2
202,2489157876,3
202,30037903,24
202,30037904,6
203,2489157872,2
203,2489157876,3
203,30037903,24
203,30037904,6
204,2489157872,2
204,2489157876,3
204,30037903,24
204,30037904,6
205,2489157872,2
205,2489157876,3
205,30037903,24
205,30037904,6
206,2489157872,2
206,2489157876,3
206,30037903,24
206,30037904,6
207,2489157872,2
207,2489157876,3
207,30037903,24
207,30037904,6
208,2489157872,2
208,2489157876,3
208,30037903,24
208,30037904,6
209,2489157872,2
209,2489157876,3
209,30037903,24
209,30037904,6
210,2489157872,2
210,2489157876,3
210,30037903,24
210,30037904,6
211,2489157872,2
211,2489157876,3
211,30037903,24
211,30037904,6
212,2489157872,2
212,2489157876,3
212,30037903,24
212,30037904,6
213,2489157872,2
213,2489157876,3
213,30037903,24
213,30037904,6
214,2489157872,2
214,2489157876,3
214,30037903,24
214,30037904,6
215,2489157872,2
215,2489157876,3
215,30037903,24
215,30037904,6
216,2489157872,2
216,2489157876,3
216,30037903,24
216,30037904,6
217,2489157872,2
217,2489157876,3
217,30037903,24
217,30037904,6
218,2489157872,2
218,2489157876,3
218,30037903,24
218,30037904,6
219,2489157872,2
219,2489157876,3
219,30037903,24
219,30037904,8
220,2489157872,2
220,2489157876,3
220,30037903,24
220,30037904,6
221,2489157872,2
221,2489157876,3
221,30037903,24
221,30037904,6
222,2489157872,2
222,2489157876,3
222,30037903,24
222,30037904,6
223,2489157872,2
223,2489157876,3
223,30037903,24
223,30037904,6
224,2489157872,2
224,2489157876,3
224,30037903,24
224,30037904,6
225,2489157872,2
225,2489157876,3
225,30037903,24
225,30037904,6
226,2489157872,2
226,2489157876,3
226,30037903,24
226,30037904,6
227,2489157872,2
227,2489157876,3
227,30037903,24
227,30037904,8
228,2489157872,2
228,2489157876,3
228,30037903,24
228,30037904,8
229,2489157872,2
229,2489157876,3
229,30037903,24
229,30037904,8
230,2489157872,2
230,2489157876,3
230,30037903,24
230,30037904,8
231,2489157872,2
231,2489157876,3
231,30037903,24
231,30037904,8
232,2489157872,2
232,2489157876,3
232,30037903,24
232,30037904,8
233,2489157872,2
233,2489157876,3
233,30037903,24
233,30037904,8
234,2489157872,2
234,2489157876,3
234,30037903,24
234,30037904,8
235,2489157872,2
235,2489157876,3
235,30037903,24
235,30037904,8
236,2489157872,2
236,2489157876,3
236,30037903,24
236,30037904,8
237,2489157872,2
237,2489157876,3
237,30037903,24
237,30037904,8
238,2489157872,2
238,2489157876,3
238,30037903,24
238,30037904,8
239,2489157872,2
239,2489157876,3
239,30037903,24
239,30037904,8
240,2489157872,2
240,2489157876,3
240,30037903,24
240,30037904,8
241,2489157872,2
241,2489157876,3
241,30037903,24
241,30037904,8
242,2489157872,2
242,2489157876,3
242,30037903,24
242,30037904,8
243,2489157872,2
243,2489157876,3
243,30037903,24
243,30037904,8
244,2489157872,2
244,2489157876,3
244,30037903,24
244,30037904,8
245,2489157872,2
245,2489157876,3
245,30037903,24
245,30037904,8
246,2489157872,2
246,2489157876,3
246,30037903,24
246,30037904,8
247,2489157872,2
247,2489157876,3
247,30037903,24
247,30037904,8
248,2489157872,2
248,2489157876,3
248,30037903,24
248,30037904,8
249,2489157872,2
249,2489157876,3
249,30037903,24
249,30037904,8
250,2489157872,2
250,2489157876,3
250,30037903,24
250,30037904,8
251,2489157872,2
251,2489157876,3
251,30037903,24
251,30037904,8
252,2489157872,2
252,2489157876,3
252,30037903,24
252,30037904,8
253,2489157872,2
253,2489157876,3
253,30037903,24
253,30037904,8
254,2489157872,5
254,2489157876,3
254,30037903,24
254,30037904,8
255,2489157872,2
255,2489157876,3
255,30037903,24
255,30037904,8
256,2489157872,2
256,2489157876,3
256,30037903,24
256,30037904,8
257,2489157872,2
257,2489157876,3
257,30037903,24
257,30037904,8
258,2489157872,2
258,2489157876,3
258,30037903,24
258,30037904,8
259,2489157872,2
259,2489157876,3
259,30037903,24
259,30037904,8
260,2489157872,2
260,2489157876,3
260,30037903,24
260,30037904,8
261,2489157872,2
261,2489157876,3
261,30037903,24
261,30037904,8
262,2489157872,2
262,2489157876,3
262,30037903,24
262,30037904,8
263,2489157872,2
263,2489157876,3
263,30037903,24
263,30037904,8
264,2489157872,5
264,2489157876,3
264,30037903,24
264,30037904,8
265,2489157872,5
265,2489157876,3
265,30037903,24
265,30037904,8
266,2489157872,5
266,2489157876,3
266,30037903,24
266,30037904,8
267,2489157872,5
267,2489157876,3
267,30037903,24
267,30037904,8
268,2489157872,5
268,2489157876,3
268,30037903,24
268,30037904,8
269,2489157872,5
269,2489157876,3
269,30037903,24
269,30037904,8
270,2489157872,5
270,2489157876,3
270,30037903,24
270,30037904,8
271,2489157872,5
271,2489157876,3
271,30037903,24
271,30037904,8
272,2489157872,5
272,2489157876,3
272,30037903,24
272,30037904,8
273,2489157872,8
273,2489157876,3
273,30037903,24
273,30037904,8
274,2489157872,5
274,2489157876,3
274,30037903,24
274,30037904,8
275,2489157872,5
275,2489157876,3
275,30037903,24
275,30037904,8
276,2489157872,5
276,2489157876,3
276,30037903,24
276,30037904,8
277,2489157872,8
277,2489157876,3
277,30037903,24
277,30037904,8
278,2489157872,8
278,2489157876,3
278,30037903,24
278,30037904,8
279,2489157872,8
279,2489157876,3
279,30037903,24
279,30037904,8
280,2489157872,8
280,2489157876,3
280,30037903,24
280,30037904,8
281,2489157872,8
281,2489157876,3
281,30037903,24
281,30037904,8
282,2489157872,8
282,2489157876,3
282,30037903,24
282,30037904,8
283,2489157872,11
283,2489157876,3
283,30037903,24
283,30037904,8
284,2489157872,11
284,2489157876,3
284,30037903,24
284,30037904,8
285,2489157872,11
285,2489157876,3
285,30037903,24
285,30037904,8
286,2489157872,11
286,2489157876,3
286,30037903,24
286,30037904,8
287,2489157872,14
287,2489157876,3
287,30037903,24
287,30037904,8
288,2489157872,11
288,2489157876,3
288,30037903,24
288,30037904,8
289,2489157872,11
289,2489157876,3
289,30037903,24
289,30037904,8
290,2489157872,11
290,2489157876,3
290,30037903,24
290,30037904,8
291,2489157872,11
291,2489157876,3
291,30037903,24
291,30037904,8
292,2489157872,11
292,2489157876,3
292,30037903,24
292,30037904,8
293,2489157872,11
293,2489157876,3
293,30037903,24
293,30037904,8
294,2489157872,11
294,2489157876,3
294,30037903,24
294,30037904,8
295,2489157872,11
295,2489157876,3
295,30037903,24
295,30037904,8
296,2489157872,14
296,2489157876,3
296,30037903,24
296,30037904,8
297,2489157872,14
297,2489157876,3
297,30037903,24
297,30037904,8
298,2489157872,14
298,2489157876,3
298,30037903,24
298,30037904,8
299,2489157872,14
299,2489157876,3
299,30037903,24
299,30037904,8
300,2489157872,14
300,2489157876,3
300,30037903,24
300,30037904,8
301,2489157872,14
301,2489157876,3
301,30037903,24
301,30037904,8
302,2489157872,14
302,2489157876,3
302,30037903,24
302,30037904,8
303,2489157872,14
303,2489157876,3
303,30037903,24
303,30037904,8
304,2489157872,14
304,2489157876,3
304,30037903,24
304,30037904,8
305,2489157872,14
305,2489157876,3
305,30037903,24
305,30037904,8
306,2489157872,14
306,2489157876,3
306,30037903,24
306,30037904,8
307,2489157872,14
307,2489157876,3
307,30037903,24
307,30037904,8
308,2489157872,14
308,2489157876,3
308,30037903,24
308,30037904,8
309,2489157872,14
309,2489157876,3
309,30037903,24
309,30037904,8
310,2489157872,14
310,2489157876,3
310,30037903,24
310,30037904,8
311,2489157872,14
311,2489157876,3
311,30037903,24
311,30037904,8
312,2489157872,14
312,2489157876,3
312,30037903,24
312,30037904,8
313,2489157872,14
313,2489157876,3
313,30037903,24
313,30037904,8
314,2489157872,14
314,2489157876,3
314,30037903,24
314,30037904,8
315,2489157872,14
315,2489157876,3
315,30037903,24
315,30037904,8
316,2489157872,14
316,2489157876,3
316,30037903,24
316,30037904,8
317,2489157872,14
317,2489157876,3
317,30037903,24
317,30037904,8
318,2489157872,14
318,2489157876,3
318,30037903,24
318,30037904,8
319,2489157872,14
319,2489157876,3
319,30037903,24
319,30037904,8
320,2489157872,14
320,2489157876,3
320,30037903,24
320,30037904,8
321,2489157872,14
321,2489157876,3
321,30037903,24
321,30037904,8
322,2489157872,14
322,2489157876,3
322,30037903,24
322,30037904,8
323,2489157872,14
323,2489157876,3
323,30037903,24
323,30037904,8
324,2489157872,14
324,2489157876,3
324,30037903,24
324,30037904,8
325,2489157872,14
325,2489157876,3
325,30037903,24
325,30037904,8
326,2489157872,14
326,2489157876,3
326,30037903,24
326,30037904,8
327,2489157872,14
327,2489157876,3
327,30037903,24
327,30037904,8
328,2489157872,14
328,2489157876,3
328,30037903,24
328,30037904,8
329,2489157872,14
329,2489157876,3
329,30037903,24
329,30037904,8
330,2489157872,14
330,2489157876,3
330,30037903,24
330,30037904,8
331,2489157872,14
331,2489157876,3
331,30037903,24
331,30037904,8
332,2489157872,14
332,2489157876,3
332,30037903,24
332,30037904,8
333,2489157872,14
333,2489157876,3
333,30037903,24
333,30037904,8
334,2489157872,14
334,2489157876,3
334,30037903,24
334,30037904,8
335,2489157872,14
335,2489157876,3
335,30037903,24
335,30037904,8
336,2489157872,14
336,2489157876,3
336,30037903,24
336,30037904,8
337,2489157872,14
337,2489157876,3
337,30037903,24
337,30037904,8
338,2489157872,14
338,2489157876,3
338,30037903,24
338,30037904,8
339,2489157872,14
339,2489157876,3
339,30037903,24
339,30037904,8
340,2489157872,14
340,2489157876,2
340,30037903,24
340,30037904,8
341,2489157872,17
341,2489157876,2
341,30037903,24
341,30037904,8
342,2489157872,17
342,2489157876,2
342,30037903,24
342,30037904,8
343,2489157872,17
343,2489157876,2
343,30037903,23
343,30037904,8
344,2489157872,17
344,2489157876,2
344,30037903,22
344,30037904,8
345,2489157872,17
345,2489157876,2
345,30037903,21
345,30037904,8
346,2489157872,17
346,2489157876,3
346,30037903,20
346,30037904,8
347,2489157872,17
347,2489157876,3
347,30037903,19
347,30037904,8
348,2489157872,20
348,2489157876,3
348,30037903,18
348,30037904,8
349,2489157872,17
349,2489157876,3
349,30037903,18
349,30037904,8
350,2489157872,17
350,2489157876,3
350,30037903,16
350,30037904,8
351,2489157872,17
351,2489157876,3
351,30037903,13
351,30037904,8
352,2489157872,17
352,2489157876,3
352,30037903,11
352,30037904,8
353,2489157872,19
353,2489157876,3
353,30037903,10
353,30037904,8
354,2489157872,22
354,2489157876,3
354,30037903,7
354,30037904,10
355,2489157872,22
355,2489157876,3
355,30037903,8
355,30037904,10
356,2489157872,22
356,2489157876,3
356,30037903,9
356,30037904,10
357,2489157872,25
357,2489157876,3
357,30037903,13
357,30037904,12
358,2489157872,25
358,2489157876,3
358,30037903,15
358,30037904,12
359,2489157872,25
359,2489157876,1
359,30037903,15
359,30037904,12
360,2489157872,25
360,2489157876,3
360,30037903,18
360,30037904,10
361,2489157872,25
361,2489157876,3
361,30037903,19
361,30037904,12
362,2489157872,25
362,2489157876,3
362,30037903,20
362,30037904,12
363,2489157872,25
363,2489157876,3
363,30037903,20
363,30037904,12
364,2489157872,25
364,2489157876,3
364,30037903,21
364,30037904,12
365,2489157872,25
365,2489157876,3
365,30037903,21
365,30037904,8
366,2489157872,25
366,2489157876,3
366,30037903,21
366,30037904,6
367,2489157872,25
367,2489157876,3
367,30037903,21
367,30037904,4
368,2489157872,25
368,2489157876,3
368,30037903,21
368,30037904,2
369,2489157872,25
369,2489157876,3
369,30037903,21
369,30037904,0
370,2489157872,25
370,2489157876,3
370,30037903,21
370,30037904,2
371,2489157872,25
371,2489157876,3
371,30037903,21
371,30037904,4
372,2489157872,25
372,2489157876,3
372,30037903,21
372,30037904,4
373,2489157872,25
373,2489157876,3
373,30037903,21
373,30037904,6
374,2489157872,25
374,2489157876,3
374,30037903,21
374,30037904,6
375,2489157872,25
375,2489157876,3
375,30037903,21
375,30037904,6
376,2489157872,25
376,2489157876,3
376,30037903,21
376,30037904,10
377,2489157872,25
377,2489157876,3
377,30037903,21
377,30037904,10
378,2489157872,25
378,2489157876,3
378,30037903,21
378,30037904,10
379,2489157872,25
379,2489157876,3
379,30037903,21
379,30037904,10
380,2489157872,25
380,2489157876,3
380,30037903,21
380,30037904,10
381,2489157872,25
381,2489157876,3
381,30037903,21
381,30037904,10
382,2489157872,25
382,2489157876,3
382,30037903,21
382,30037904,10
383,2489157872,25
383,2489157876,3
383,30037903,21
383,30037904,10
384,2489157872,25
384,2489157876,3
384,30037903,21
384,30037904,10
385,2489157872,25
385,2489157876,3
385,30037903,21
385,30037904,10
386,2489157872,25
386,2489157876,3
386,30037903,21
386,30037904,10
387,2489157872,25
387,2489157876,3
387,30037903,21
387,30037904,10
388,2489157872,25
388,2489157876,3
388,30037903,21
388,30037904,10
389,2489157872,25
389,2489157876,3
389,30037903,21
389,30037904,10
390,2489157872,25
390,2489157876,3
390,30037903,21
390,30037904,10
391,2489157872,25
391,2489157876,3
391,30037903,21
391,30037904,10
392,2489157872,25
392,2489157876,3
392,30037903,21
392,30037904,10
393,2489157872,25
393,2489157876,3
393,30037903,21
393,30037904,10
394,2489157872,25
394,2489157876,3
394,30037903,21
394,30037904,10
395,2489157872,25
395,2489157876,3
395,30037903,21
395,30037904,10
396,2489157872,25
396,2489157876,3
396,30037903,21
396,30037904,10
397,2489157872,25
397,2489157876,3
397,30037903,21
397,30037904,10
398,2489157872,25
398,2489157876,3
398,30037903,21
398,30037904,10
399,2489157872,25
399,2489157876,3
399,30037903,21
399,30037904,10
400,2489157872,25
400,2489157876,3
400,30037903,21
400,30037904,10
401,2489157872,25
401,2489157876,3
401,30037903,21
401,30037904,10
402,2489157872,25
402,2489157876,3
402,30037903,22
402,30037904,10
403,2489157872,25
403,2489157876,3
403,30037903,22
403,30037904,10
404,2489157872,25
404,2489157876,3
404,30037903,22
404,30037904,10
405,2489157872,25
405,2489157876,3
405,30037903,24
405,30037904,10
406,2489157872,25
406,2489157876,3
406,30037903,24
406,30037904,10
407,2489157872,25
407,2489157876,3
407,30037903,24
407,30037904,12
408,2489157872,25
408,2489157876,3
408,30037903,24
408,30037904,12
409,2489157872,25
409,2489157876,3
409,30037903,24
409,30037904,12
410,2489157872,25
410,2489157876,3
410,30037903,24
410,30037904,12
411,2489157872,25
